Hobby_1,Hobby_2,Hobby_3,Hobby_4,Hobby_5,SSC Percent,Aptitude Percent,Course_1,Course_2,Course_3,Course_4,Course_5
Reading,Dance,History/Geography,Music,Coding,less than 80,more than 75,Bachelor of Fine Art (B.F.A.) (Applied Art),Certificate Course in Dramatics (In Marathi),Bachelor of Fine Art (B.F.A.) Painting,Certificate Course in Light Music,B.Sc. Information Technology (I.T.)
Reading,Dance,History/Geography,Music,Coding,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Music (B.Mus.),Bachelor of Science in Nautical Sciences,Bachelor of Fine Art (B.F.A.) (Ceramics),Bachelor of Engineering (Construction Engineering)
Reading,Dance,History/Geography,Music,Coding,more than 80,less than 75,B.Sc. in Forensic Science,B.Sc. in Home Science,Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Certificate Course in Studio Singing Technique,Bachelor of Engineering (Computer Engineering)
Reading,Dance,History/Geography,Music,Coding,more than 80,more than 75,B.Sc. in Forensic Science,Diploma in Music,Bachelor of Fine Art (B.F.A.) Painting,Bachelor of Music (B.Mus.),Bachelor of Engineering (Construction Engineering)
Reading,Dance,History/Geography,Music,Coding,more than 80,more than 75,B.Sc. in Forensic Science,B.Sc in Fashion Design,Bachelor In Heritage Management (B.H.M.),Diploma in Music,Bachelor of Engineering (Instrumentation Engineering)
Reading,Dance,History/Geography,Music,Drawing/Painting,less than 80,less than 75,"B.A. Programme in Film, Television and New Media Production",B.Sc. in Home Science,Bachelor of Fine Art (B.F.A.) Painting,Certificate Course in Music Appreciation and Music Journalism,Bachelor of Architecture with Interior Design Course
Reading,Dance,History/Geography,Music,Drawing/Painting,less than 80,less than 75,Five Year Integrated Programme (B.A. and M.A.) in German,B.Sc. in Home Science,Bachelor of Fine Art (B.F.A.) Painting,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. In Life Sciences
Reading,Dance,History/Geography,Music,Drawing/Painting,less than 80,more than 75,Bachelors of Mass Media (B.M.M.),Diploma in Music,Bachelor of Science in Nautical Sciences,Bachelor of Theatre Arts,B.Sc in Fashion Design
Reading,Dance,History/Geography,Music,Drawing/Painting,less than 80,more than 75,Bachelor of Commerce (Accounting & Finance),Bachelor of Music (B.Mus.),Bachelor of Fine Art (B.F.A.) Painting,Certificate Course in Light Music,Bachelor of Fine Art (B.F.A.) (Sculpture)
Reading,Dance,History/Geography,Music,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,Diploma in Music,B.Sc. in Environmental Sciences,Bachelor of Architecture with Interior Design Course,Certificate Courses in Performing Folk Arts
Reading,Dance,History/Geography,Music,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Five Years Integrated Programme (B.A. and M.A.) in Russian,Bachelor of Music (B.Mus.),Bachelor of Fine Art (B.F.A.) (Ceramics)
Reading,Dance,History/Geography,Music,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,B.Sc. in Home Science,Bachelor of Arts (B.A.) in English Literature,Diploma in Music,Bachelor of Fine Art (B.F.A.) (Sculpture)
Reading,Dance,History/Geography,Music,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. (Hospitality Studies),Certificate Course in Light Music,B.Sc in Fashion Design
Reading,Dance,History/Geography,Cooking/Baking,Photography,less than 80,less than 75,Five Years Integrated Programme (B.A. and M.A.) in Russian,B.Sc in Fashion Design,Bachelor of Engineering (Marine Engineering),B.Sc. in Maritime Hospitality Studies,Certificate Course in Light Music
Reading,Dance,History/Geography,Cooking/Baking,Photography,less than 80,less than 75,Bachelor In Heritage Management (B.H.M.),Bachelor of Music (B.Mus.),B.Sc. (Hospitality Studies),Certificate Course in Food Processing and Preservation,Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Reading,Dance,History/Geography,Cooking/Baking,Photography,less than 80,more than 75,Bachelor of Journalism and Mass Communication (BJMC) degree,Diploma in Music,Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Bachelor of Theatre Arts,Bachelor of Management Studies (B.M.S.)
Reading,Dance,History/Geography,Cooking/Baking,Photography,less than 80,more than 75,Bachelor of Commerce (Banking & Insurance),Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Bachelor of Science (B.Sc.) in Mathematics,Certificate Course in Dramatics (In Marathi)
Reading,Dance,History/Geography,Cooking/Baking,Photography,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Music (B.Mus.),Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Diploma in Yogic Education,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Reading,Dance,History/Geography,Cooking/Baking,Photography,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Performing Arts (B.P.A.) - Dance,Diploma Course in Rainfed Agriculture,Certificate Course in Food Processing and Preservation,Bachelor of Engineering (Instrumentation Engineering)
Reading,Dance,History/Geography,Cooking/Baking,Photography,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Music (B.Mus.),B.Sc. in Environmental Sciences,Diploma in Bakery and Confectionary,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Reading,Dance,History/Geography,Cooking/Baking,Photography,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Bachelor of Theatre Arts,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Reading,Dance,History/Geography,Cooking/Baking,Coding,less than 80,less than 75,Bachelor of Fine Art (B.F.A.) (Applied Art),B.Sc. in Home Science,B.Sc. (Hospitality Studies),Diploma in Bakery and Confectionary,B.Sc. Information Technology (I.T.)
Reading,Dance,History/Geography,Cooking/Baking,Coding,less than 80,less than 75,Bachelor In Heritage Management (B.H.M.),Certificate Course in Dramatics (In Marathi),Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Theatre Arts,B.Sc. Computer Science
Reading,Dance,History/Geography,Cooking/Baking,Coding,less than 80,more than 75,Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Performing Arts (B.P.A.) - Dance,Diploma Course in Rainfed Agriculture,B.Sc. in Maritime Hospitality Studies,B.Sc. Computer Science
Reading,Dance,History/Geography,Cooking/Baking,Coding,less than 80,more than 75,Bachelor of Commerce (Banking & Insurance),Diploma in Music,B.Sc. (Hospitality Studies),Diploma in Bakery and Confectionary,B.Sc. Computer Science
Reading,Dance,History/Geography,Cooking/Baking,Coding,more than 80,less than 75,B.Sc. in Forensic Science,Diploma in Music,Bachelor of Library & Information Science (B.L.I.Sc.),Diploma in Bakery and Confectionary,Bachelor of Engineering (Instrumentation Engineering)
Reading,Dance,History/Geography,Cooking/Baking,Coding,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Social Work (B.S.W.),Bachelor of Physical Education (B.P.Ed.),Bachelor of Engineering (Construction Engineering)
Reading,Dance,History/Geography,Cooking/Baking,Coding,more than 80,more than 75,B.Sc. in Forensic Science,B.Sc in Fashion Design,Five Year Integrated Programme (B.A. and M.A.) in German,Diploma in Yogic Education,Bachelor of Engineering (Electronics & Telecommunication Engineering)
Reading,Dance,History/Geography,Cooking/Baking,Coding,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. in Environmental Sciences,Diploma in Yogic Education,Bachelor of Engineering (Instrumentation Engineering)
Reading,Dance,History/Geography,Cooking/Baking,Drawing/Painting,less than 80,less than 75,Bachelor of Social Work (B.S.W.),Diploma in Music,Bachelor of Fine Art (B.F.A.) Painting,Bachelor of Physical Education (B.P.Ed.),Bachelor of Fine Art (B.F.A.) (Sculpture)
Reading,Dance,History/Geography,Cooking/Baking,Drawing/Painting,less than 80,less than 75,Five Years Integrated Programme (B.A. and M.A.) in Russian,Certificate Course in Dramatics (In Marathi),Bachelor of Fine Art (B.F.A.) Painting,B.Sc. In Nursing,Bachelor of Fine Art (B.F.A.) (Metal Work)
Reading,Dance,History/Geography,Cooking/Baking,Drawing/Painting,less than 80,more than 75,Bachelor of Management Studies (B.M.S.),Certificate Course in Dramatics (In Marathi),Bachelor of Science in Nautical Sciences,Bachelor of Science (B.Sc.) in Mathematics,Bachelor of Fine Art (B.F.A.) (Ceramics)
Reading,Dance,History/Geography,Cooking/Baking,Drawing/Painting,less than 80,more than 75,Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Arts (B.A.) in English Literature,Diploma in Bakery and Confectionary,Bachelor of Fine Art (B.F.A.) (Textile Design)
Reading,Dance,History/Geography,Cooking/Baking,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,B.Sc in Fashion Design,Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Diploma in Yogic Education,Certificate Courses in Performing Folk Arts
Reading,Dance,History/Geography,Cooking/Baking,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Science (B.Sc.) in Mathematics,Bachelor of Architecture with Interior Design Course
Reading,Dance,History/Geography,Cooking/Baking,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Social Work (B.S.W.),Bachelor of Science (B.Sc.) in Mathematics,Bachelor of Fine Art (B.F.A.) (Metal Work)
Reading,Dance,History/Geography,Cooking/Baking,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,B.Sc. in Home Science,Bachelor of Social Work (B.S.W.),Bachelor of Theatre Arts,Bachelor of Fine Art (B.F.A.) Painting
Reading,Dance,History/Geography,Photography,Coding,less than 80,less than 75,Five Years Integrated Programme (B.A. and M.A.) in Russian,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Science in Nautical Sciences,Bachelor of Fine Art (B.F.A.) (Interior Decoration),B.Sc. Computer Science
Reading,Dance,History/Geography,Photography,Coding,less than 80,less than 75,Five Years Integrated Programme (B.A. and M.A.) in Russian,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Library & Information Science (B.L.I.Sc.),Certificate Course in Dramatics (In Marathi),B.Sc. Computer Science
Reading,Dance,History/Geography,Photography,Coding,less than 80,more than 75,Bachelor of Arts (B.A.) in English Literature,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Social Work (B.S.W.),Bachelor of Commerce (Accounting & Finance),B.Sc. Computer Science
Reading,Dance,History/Geography,Photography,Coding,less than 80,more than 75,Five Year Integrated Programme (B.A. and M.A.) in German,Certificate Course in Dramatics (In Marathi),B.Sc. in Environmental Sciences,"B.A. Programme in Film, Television and New Media Production",B.Sc. Information Technology (I.T.)
Reading,Dance,History/Geography,Photography,Coding,more than 80,less than 75,B.Sc. in Forensic Science,B.Sc. in Home Science,Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Engineering (Electronics & Telecommunication Engineering)
Reading,Dance,History/Geography,Photography,Coding,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Music (B.Mus.),Bachelor of Fine Art (B.F.A.) Painting,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Engineering (Computer Engineering)
Reading,Dance,History/Geography,Photography,Coding,more than 80,more than 75,B.Sc. in Forensic Science,B.Sc. in Home Science,Bachelor of Social Work (B.S.W.),Bachelor of Engineering (Instrumentation Engineering),Bachelor of Engineering (Construction Engineering)
Reading,Dance,History/Geography,Photography,Coding,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Music (B.Mus.),Bachelor In Heritage Management (B.H.M.),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Engineering (Construction Engineering)
Reading,Dance,History/Geography,Photography,Drawing/Painting,less than 80,less than 75,Five Year Integrated Programme (B.A. and M.A.) in German,Diploma in Music,B.Sc. (Hospitality Studies),Certificate Course in Sound Recording and Reproduction,Bachelor of Fine Art (B.F.A.) (Metal Work)
Reading,Dance,History/Geography,Photography,Drawing/Painting,less than 80,less than 75,"B.A. Programme in Film, Television and New Media Production",Certificate Course in Dramatics (In Marathi),Bachelor of Fine Art (B.F.A.) Painting,Diploma in Bakery and Confectionary,Bachelor of Fine Art (B.F.A.) (Applied Art)
Reading,Dance,History/Geography,Photography,Drawing/Painting,less than 80,more than 75,Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Fine Art (B.F.A.) (Sculpture),Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Reading,Dance,History/Geography,Photography,Drawing/Painting,less than 80,more than 75,Bachelor In Heritage Management (B.H.M.),Diploma in Music,Diploma Course in Rainfed Agriculture,Bachelor of Fine Art (B.F.A.) (Sculpture),Certificate Courses in Performing Folk Arts
Reading,Dance,History/Geography,Photography,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Fine Art (B.F.A.) Painting,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Reading,Dance,History/Geography,Photography,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,B.Sc. in Home Science,Bachelor of Arts (B.A.) in English Literature,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Fine Art (B.F.A.) Painting
Reading,Dance,History/Geography,Photography,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Certificate Course in Dramatics (In Marathi),B.Sc. (Hospitality Studies),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Certificate Courses in Performing Folk Arts
Reading,Dance,History/Geography,Photography,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Diploma in Music,Bachelor In Heritage Management (B.H.M.),Bachelor of Engineering (Instrumentation Engineering),Bachelor of Fine Art (B.F.A.) (Metal Work)
Reading,Dance,History/Geography,Coding,Drawing/Painting,less than 80,less than 75,Bachelor of Arts (B.A.) in English Literature,B.Sc in Fashion Design,Bachelor of Engineering (Marine Engineering),B.Sc. Information Technology (I.T.),B.Sc. In Life Sciences
Reading,Dance,History/Geography,Coding,Drawing/Painting,less than 80,less than 75,Five Years Integrated Programme (B.A. and M.A.) in Russian,B.Sc. in Home Science,Bachelor of Engineering (Marine Engineering),B.Sc. Computer Science,B.Sc in Fashion Design
Reading,Dance,History/Geography,Coding,Drawing/Painting,less than 80,more than 75,Bachelor of Commerce (Banking & Insurance),B.Sc. in Home Science,B.Sc. (Hospitality Studies),B.Sc. Computer Science,Bachelor of Fine Art (B.F.A.) (Applied Art)
